"Name"	"File Extension"	"File Type"	"Is Deleted"	"Last Accessed"	"File Created"	"Last Modified"	"Size"	"Address"	"Hash Value"	"Known Status"	"Permissions"	"Full Path"
"ChatGPT Image Dec 2, 2025, 10_33_13 PM.png-slack"	".png-slack"	"r"	""	"2025-12-02 22:33:30 IST"	"2025-12-02 22:33:30 IST"	"2025-12-02 22:33:15 IST"	"3191"	"89"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Compromise System Investigation .E01/vol_vol2/project cf/ChatGPT Image Dec 2, 2025, 10_33_13 PM.png-slack"
"ChatGPT Image Dec 2, 2025, 10_33_13 PM.png:Zone.Identifier"	".Identifier"	"r"	""	"2025-12-02 22:33:30 IST"	"2025-12-02 22:33:30 IST"	"2025-12-02 22:33:15 IST"	"55"	"89"	"ca5ed5bc5320ae67f36a91614143c7e7"	"unknown"	"rrwxrwxrwx"	"/img_Compromise System Investigation .E01/vol_vol2/project cf/ChatGPT Image Dec 2, 2025, 10_33_13 PM.png:Zone.Identifier"
"New Text Document.txt"	".txt"	"r"	""	"2025-12-02 22:33:43 IST"	"2025-12-02 22:33:43 IST"	"2025-12-02 22:33:43 IST"	"0"	"90"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"rr-xr-xr-x"	"/img_Compromise System Investigation .E01/vol_vol2/project cf/New Text Document.txt"
"project.txt"	".txt"	"r"	"yes"	"2025-12-02 22:35:08 IST"	"2025-12-02 22:35:08 IST"	"2025-12-02 22:35:08 IST"	"212"	"91"	"af13780ff7cf8ad012cea30dfd0d36e0"	"unknown"	"rrwxrwxrwx"	"/img_Compromise System Investigation .E01/vol_vol2/project cf/project.txt"
"IndexerVolumeGuid"	""	"r"	""	"2025-12-02 22:12:32 IST"	"2025-11-30 10:13:51 IST"	"2025-11-30 10:13:51 IST"	"76"	"56"	"5853c3949ec96b32ea9865d13598d2e6"	"unknown"	"rrwxrwxrwx"	"/img_Compromise System Investigation .E01/vol_vol2/System Volume Information/IndexerVolumeGuid"
"WPSettings.dat"	".dat"	"r"	""	"2025-12-01 15:09:11 IST"	"2025-11-29 15:12:16 IST"	"2025-11-29 15:12:16 IST"	"12"	"37"	"192d71433d126ea4b52ff6dc64185d7e"	"unknown"	"rrwxrwxrwx"	"/img_Compromise System Investigation .E01/vol_vol2/System Volume Information/WPSettings.dat"
"$OrphanFiles"	""	"v"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"v---------"	"/img_Compromise System Investigation .E01/vol_vol2/$OrphanFiles"
"applypatch-msg.sample"	".sample"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"478"	"60"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/applypatch-msg.sample"
"commit-msg.sample"	".sample"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"896"	"61"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/commit-msg.sample"
"commit-msg.sample-slack"	".sample-slack"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"3200"	"61"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/commit-msg.sample-slack"
"fsmonitor-watchman.sample"	".sample"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"4726"	"62"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/fsmonitor-watchman.sample"
"fsmonitor-watchman.sample-slack"	".sample-slack"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"3466"	"62"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/fsmonitor-watchman.sample-slack"
"post-update.sample"	".sample"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"189"	"63"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/post-update.sample"
"pre-applypatch.sample"	".sample"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"424"	"64"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/pre-applypatch.sample"
"pre-commit.sample"	".sample"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"1649"	"65"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/pre-commit.sample"
"pre-commit.sample-slack"	".sample-slack"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"2447"	"65"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/pre-commit.sample-slack"
"pre-merge-commit.sample"	".sample"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"416"	"66"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/pre-merge-commit.sample"
"pre-push.sample"	".sample"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"1374"	"67"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/pre-push.sample"
"pre-push.sample-slack"	".sample-slack"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"2722"	"67"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/pre-push.sample-slack"
"pre-rebase.sample"	".sample"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"4898"	"68"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/pre-rebase.sample"
"pre-rebase.sample-slack"	".sample-slack"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"3294"	"68"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/pre-rebase.sample-slack"
"pre-receive.sample"	".sample"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"544"	"69"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/pre-receive.sample"
"prepare-commit-msg.sample"	".sample"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"1492"	"70"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/prepare-commit-msg.sample"
"prepare-commit-msg.sample-slack"	".sample-slack"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"2604"	"70"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/prepare-commit-msg.sample-slack"
"push-to-checkout.sample"	".sample"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"2783"	"71"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/push-to-checkout.sample"
"push-to-checkout.sample-slack"	".sample-slack"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"1313"	"71"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/push-to-checkout.sample-slack"
"sendemail-validate.sample"	".sample"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"2308"	"72"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/sendemail-validate.sample"
"sendemail-validate.sample-slack"	".sample-slack"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"1788"	"72"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/sendemail-validate.sample-slack"
"update.sample"	".sample"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"3650"	"73"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/update.sample"
"update.sample-slack"	".sample-slack"	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"446"	"73"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/update.sample-slack"
"exclude"	""	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"240"	"75"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/.git/exclude"
"config"	""	"r"	"yes"	"2025-12-01 15:54:19 IST"	"2025-12-01 15:54:07 IST"	"2025-12-02 15:21:31 IST"	"263"	"84"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/config"
"description"	""	"r"	"yes"	"2025-12-01 15:52:35 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"73"	"58"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/description"
"HEAD"	""	"r"	"yes"	"2025-12-01 15:54:19 IST"	"2025-12-01 15:52:35 IST"	"2025-12-02 15:21:31 IST"	"23"	"80"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/HEAD"
"land-rover-defender-3840x2160-22984.jpg"	".jpg"	"r"	"yes"	"2025-11-29 15:31:57 IST"	"2025-11-29 15:31:55 IST"	"2025-12-02 15:21:31 IST"	"3787634"	"52"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/land-rover-defender-3840x2160-22984.jpg"
"land-rover-defender-3840x2160-22984.jpg-slack"	".jpg-slack"	"r"	"yes"	"2025-11-29 15:31:57 IST"	"2025-11-29 15:31:55 IST"	"2025-12-02 15:21:31 IST"	"1166"	"52"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/land-rover-defender-3840x2160-22984.jpg-slack"
"land-rover-defender-3840x2160-22984.jpg:Zone.Identifier"	".Identifier"	"r"	"yes"	"2025-11-29 15:31:57 IST"	"2025-11-29 15:31:55 IST"	"2025-12-02 15:21:31 IST"	"192"	"52"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/land-rover-defender-3840x2160-22984.jpg:Zone.Identifier"
"New Text Document (2).txt"	".txt"	"r"	"yes"	"2025-11-29 15:21:21 IST"	"2025-11-29 15:21:21 IST"	"2025-12-02 15:21:31 IST"	"0"	"47"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/New Text Document (2).txt"
"New Text Document.txt"	".txt"	"r"	"yes"	"2025-11-29 15:18:36 IST"	"2025-11-29 15:18:36 IST"	"2025-12-02 15:21:31 IST"	"0"	"46"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/New Text Document.txt"
"New Bitmap image.bmp"	".bmp"	"r"	"yes"	"2025-11-29 15:16:27 IST"	"2025-11-29 15:16:27 IST"	"2025-11-29 15:17:13 IST"	"0"	"42"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/New Bitmap image.bmp"
"Windows (C) - Shortcut.lnk"	".lnk"	"r"	"yes"	"2025-12-02 18:10:49 IST"	"2025-12-02 15:20:24 IST"	"2025-12-02 18:10:49 IST"	"518"	"77"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/Windows (C) - Shortcut.lnk"
"New Bitmap image.bmp"	".bmp"	"r"	"yes"	"2025-11-29 15:18:11 IST"	"2025-11-29 15:18:11 IST"	"2025-11-29 15:30:31 IST"	"0"	"44"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/New Bitmap image.bmp"
"New Bitmap image (2).bmp"	".bmp"	"r"	"yes"	"2025-11-29 15:18:25 IST"	"2025-11-29 15:18:25 IST"	"2025-11-29 15:30:29 IST"	"0"	"45"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/New Bitmap image (2).bmp"
"New Text Document (3).txt"	".txt"	"r"	"yes"	"2025-11-29 15:26:29 IST"	"2025-11-29 15:24:31 IST"	"2025-11-29 15:27:16 IST"	"15"	"48"	"null"	"unknown"	"r---------"	"/img_Compromise System Investigation .E01/vol_vol2/treasure/New Text Document (3).txt"

